package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,budget_category,duration_category,package_profile
IND0057,goa explorer package,india,goa,5,5star,breakfast,flight cab,anjuna beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,budget,students solo travelers,4.4,13930,budget,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa budget budget budget students solo travelers students solo travelers students solo travelers anjuna beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots anjuna beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget short_trip short_trip flight cab breakfast
IND0058,goa explorer package,india,goa,6,5star,breakfast dinner,flight cab,chapora fort goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.2,38306,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography goa goa goa family family family families families families chapora fort goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chapora fort goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip flight cab breakfast dinner
IND0059,goa explorer package,india,goa,3,luxury heritage,breakfast lunch dinner,private cab,se cathedral goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,38136,standard,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography goa goa goa honeymoon honeymoon honeymoon couples couples couples se cathedral goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots se cathedral goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard weekend weekend private cab breakfast lunch dinner
IND0060,goa explorer package,india,goa,3,5star,breakfast,flight cab,baga beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,adventure,adventure lovers,4.5,27605,standard,weekend,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa adventure adventure adventure adventure lovers adventure lovers adventure lovers baga beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots baga beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend flight cab breakfast
IND0061,goa explorer package,india,goa,3,5star,breakfast dinner,ac coach,arambol beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,luxury,premium travelers,4.6,88863,premium,weekend,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa luxury luxury luxury premium travelers premium travelers premium travelers arambol beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots arambol beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star premium premium weekend weekend ac coach breakfast dinner
IND0062,goa explorer package,india,goa,6,3star,breakfast lunch dinner,flight cab,palolem beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,cultural,history enthusiasts,4.6,32199,standard,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts palolem beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots palolem beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip flight cab breakfast lunch dinner
IND0063,goa explorer package,india,goa,3,5star,breakfast,private cab,colva beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,nature wildlife,nature lovers,4.3,25524,standard,weekend,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers colva beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots colva beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard weekend weekend private cab breakfast
IND0064,goa explorer package,india,goa,7,5star,breakfast dinner,ac coach,miramar beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,grand tour,all travelers,4.2,136646,luxury,vacation,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa grand tour grand tour grand tour all travelers all travelers all travelers miramar beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots miramar beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury vacation vacation ac coach breakfast dinner
IND0065,goa explorer package,india,goa,5,5star,breakfast lunch dinner,train cab,aguada beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,budget,students solo travelers,4.5,15843,budget,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise goa goa goa budget budget budget students solo travelers students solo travelers students solo travelers aguada beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots aguada beach goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget short_trip short_trip train cab breakfast lunch dinner
IND0066,goa explorer package,india,goa,5,3star,breakfast lunch dinner,train cab,dr salim ali bird santuary goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,3.9,37314,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography goa goa goa family family family families families families dr salim ali bird santuary goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dr salim ali bird santuary goa local market goa city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast lunch dinner
IND0067,ahmedabad explorer package,india,ahmedabad,5,3star,breakfast dinner,ac coach,sabarmati ashram ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,guided tour museum visit photography,honeymoon,couples,4.6,49467,standard,short_trip,india india india india guided tour museum visit photography guided tour museum visit photography guided tour museum visit photography guided tour museum visit photography ahmedabad ahmedabad ahmedabad honeymoon honeymoon honeymoon couples couples couples sabarmati ashram ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sabarmati ashram ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip ac coach breakfast dinner
IND0068,dwarka explorer package,india,dwarka,5,luxury heritage,breakfast lunch dinner,train cab,dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,38918,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography dwarka dwarka dwarka adventure adventure adventure adventure lovers adventure lovers adventure lovers dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dwarkadhish temple dwarka local market dwarka city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip train cab breakfast lunch dinner
IND0069,junagadh explorer package,india,junagadh,7,3star,breakfast,ac coach,gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.5,128997,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography junagadh junagadh junagadh luxury luxury luxury premium travelers premium travelers premium travelers gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots gir national park junagadh local market junagadh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury vacation vacation ac coach breakfast
IND0070,bhuj explorer package,india,bhuj,7,5star,breakfast lunch dinner,ac coach,white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,34013,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bhuj bhuj bhuj cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots white desert bhuj local market bhuj city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard vacation vacation ac coach breakfast lunch dinner
IND0071,vadodara explorer package,india,vadodara,6,3star,breakfast dinner,flight cab,laxmi vilas palace vadodara local market vadodara city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,38646,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography vadodara vadodara vadodara nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers laxmi vilas palace vadodara local market vadodara city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots laxmi vilas palace vadodara local market vadodara city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip flight cab breakfast dinner
IND0072,somnath explorer package,india,somnath,3,4star,breakfast lunch dinner,ac coach,somnath temple somnath local market somnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.8,88709,premium,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography somnath somnath somnath grand tour grand tour grand tour all travelers all travelers all travelers somnath temple somnath local market somnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots somnath temple somnath local market somnath city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star premium premium weekend weekend ac coach breakfast lunch dinner
IND0073,rann of kutch explorer package,india,rann of kutch,3,luxury heritage,breakfast lunch dinner,ac coach,rann utsav rann of kutch local market rann of kutch city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.9,10648,budget,weekend,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography rann of kutch rann of kutch rann of kutch budget budget budget students solo travelers students solo travelers students solo travelers rann utsav rann of kutch local market rann of kutch city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots rann utsav rann of kutch local market rann of kutch city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget weekend weekend ac coach breakfast lunch dinner
IND0074,kevadia explorer package,india,kevadia,4,4star,breakfast dinner,private cab,statue of unity kevadia local market kevadia city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,31722,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography kevadia kevadia kevadia family family family families families families statue of unity kevadia local market kevadia city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots statue of unity kevadia local market kevadia city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip private cab breakfast dinner
IND0075,gandhinagar explorer package,india,gandhinagar,4,luxury heritage,breakfast lunch dinner,ac coach,dandi kutir gandhinagar local market gandhinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,41697,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography gandhinagar gandhinagar gandhinagar honeymoon honeymoon honeymoon couples couples couples dandi kutir gandhinagar local market gandhinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dandi kutir gandhinagar local market gandhinagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip ac coach breakfast lunch dinner
IND0076,ahmedabad explorer package,india,ahmedabad,5,3star,breakfast dinner,private cab,sabarmati riverfront ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,38669,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ahmedabad ahmedabad ahmedabad adventure adventure adventure adventure lovers adventure lovers adventure lovers sabarmati riverfront ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sabarmati riverfront ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND0077,ahmedabad explorer package,india,ahmedabad,6,4star,breakfast dinner,flight cab,manek chowk ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.4,118558,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ahmedabad ahmedabad ahmedabad luxury luxury luxury premium travelers premium travelers premium travelers manek chowk ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manek chowk ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip flight cab breakfast dinner
IND0078,ahmedabad explorer package,india,ahmedabad,5,4star,breakfast,ac coach,kankaria lake ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.5,27018,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ahmedabad ahmedabad ahmedabad cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts kankaria lake ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kankaria lake ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip ac coach breakfast
IND0079,ahmedabad explorer package,india,ahmedabad,6,5star,breakfast,flight cab,science city ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.4,40176,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ahmedabad ahmedabad ahmedabad nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers science city ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots science city ahmedabad local market ahmedabad city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip flight cab breakfast
IND0080,jaipur explorer package,india,jaipur,5,5star,breakfast,private cab,hawa mahal jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.4,113994,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jaipur jaipur jaipur grand tour grand tour grand tour all travelers all travelers all travelers hawa mahal jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hawa mahal jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip private cab breakfast
IND0081,udaipur explorer package,india,udaipur,5,5star,breakfast,private cab,city palace udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.4,14029,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography udaipur udaipur udaipur budget budget budget students solo travelers students solo travelers students solo travelers city palace udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots city palace udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star budget budget short_trip short_trip private cab breakfast
IND0082,jaisalmer explorer package,india,jaisalmer,7,5star,breakfast lunch dinner,flight cab,jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.4,42579,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jaisalmer jaisalmer jaisalmer family family family families families families jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jaisalmer fort jaisalmer local market jaisalmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard vacation vacation flight cab breakfast lunch dinner
IND0083,sawai madhopur explorer package,india,sawai madhopur,6,luxury heritage,breakfast lunch dinner,ac coach,ranthambore national park sawai madhopur local market sawai madhopur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.6,53991,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sawai madhopur sawai madhopur sawai madhopur honeymoon honeymoon honeymoon couples couples couples ranthambore national park sawai madhopur local market sawai madhopur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ranthambore national park sawai madhopur local market sawai madhopur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage premium premium short_trip short_trip ac coach breakfast lunch dinner
IND0084,pushkar explorer package,india,pushkar,5,luxury heritage,breakfast,ac coach,pushkar lake pushkar local market pushkar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.4,38086,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography pushkar pushkar pushkar adventure adventure adventure adventure lovers adventure lovers adventure lovers pushkar lake pushkar local market pushkar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pushkar lake pushkar local market pushkar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip ac coach breakfast
IND0085,ajmer explorer package,india,ajmer,5,3star,breakfast lunch dinner,flight cab,ajmer sharif dargah ajmer local market ajmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,110974,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography ajmer ajmer ajmer luxury luxury luxury premium travelers premium travelers premium travelers ajmer sharif dargah ajmer local market ajmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots ajmer sharif dargah ajmer local market ajmer city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip flight cab breakfast lunch dinner
IND0086,jodhpur explorer package,india,jodhpur,7,3star,breakfast lunch dinner,flight cab,mehrangarh fort jodhpur local market jodhpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.6,34314,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jodhpur jodhpur jodhpur cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts mehrangarh fort jodhpur local market jodhpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots mehrangarh fort jodhpur local market jodhpur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard vacation vacation flight cab breakfast lunch dinner
IND0087,chittorgarh explorer package,india,chittorgarh,7,luxury heritage,breakfast dinner,train cab,chittorgarh fort chittorgarh local market chittorgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,43238,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography chittorgarh chittorgarh chittorgarh nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers chittorgarh fort chittorgarh local market chittorgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots chittorgarh fort chittorgarh local market chittorgarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard vacation vacation train cab breakfast dinner
IND0088,mount abu explorer package,india,mount abu,5,4star,breakfast dinner,train cab,dilwara temples mount abu local market mount abu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,112042,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography mount abu mount abu mount abu grand tour grand tour grand tour all travelers all travelers all travelers dilwara temples mount abu local market mount abu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots dilwara temples mount abu local market mount abu city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star luxury luxury short_trip short_trip train cab breakfast dinner
IND0089,bikaner explorer package,india,bikaner,4,luxury heritage,breakfast lunch dinner,private cab,junagarh fort bikaner local market bikaner city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,budget,students solo travelers,4.5,14038,budget,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography bikaner bikaner bikaner budget budget budget students solo travelers students solo travelers students solo travelers junagarh fort bikaner local market bikaner city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots junagarh fort bikaner local market bikaner city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage budget budget short_trip short_trip private cab breakfast lunch dinner
IND0090,jaipur explorer package,india,jaipur,5,4star,breakfast dinner,flight cab,amber fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,family,families,4.6,35246,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jaipur jaipur jaipur family family family families families families amber fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots amber fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip flight cab breakfast dinner
IND0091,jaipur explorer package,india,jaipur,6,luxury heritage,breakfast lunch dinner,ac coach,jaigarh fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,51952,premium,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography jaipur jaipur jaipur honeymoon honeymoon honeymoon couples couples couples jaigarh fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jaigarh fort jaipur local market jaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage premium premium short_trip short_trip ac coach breakfast lunch dinner
IND0092,udaipur explorer package,india,udaipur,7,4star,breakfast lunch dinner,private cab,lake pichola udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,48235,standard,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography udaipur udaipur udaipur adventure adventure adventure adventure lovers adventure lovers adventure lovers lake pichola udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots lake pichola udaipur local market udaipur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard vacation vacation private cab breakfast lunch dinner
IND0093,amritsar explorer package,india,amritsar,5,3star,breakfast,flight cab,golden temple harmandir sahib amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.9,110351,luxury,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography amritsar amritsar amritsar luxury luxury luxury premium travelers premium travelers premium travelers golden temple harmandir sahib amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots golden temple harmandir sahib amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip flight cab breakfast
IND0094,amritsar explorer package,india,amritsar,4,4star,breakfast,private cab,jallianwala bagh amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.8,25287,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography amritsar amritsar amritsar cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts jallianwala bagh amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots jallianwala bagh amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 4star 4star standard standard short_trip short_trip private cab breakfast
IND0095,amritsar explorer package,india,amritsar,4,3star,breakfast dinner,train cab,wagah border amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.8,31996,standard,short_trip,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography amritsar amritsar amritsar nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers wagah border amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots wagah border amritsar local market amritsar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast dinner
IND0096,chandigarh explorer package,india,chandigarh,7,luxury heritage,breakfast dinner,train cab,rock garden chandigarh local market chandigarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,138577,luxury,vacation,india india india india sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography chandigarh chandigarh chandigarh grand tour grand tour grand tour all travelers all travelers all travelers rock garden chandigarh local market chandigarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots rock garden chandigarh local market chandigarh city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury vacation vacation train cab breakfast dinner
IND0097,alappuzha explorer package,india,alappuzha,4,3star,breakfast,train cab,alappuzha beach alappuzha local market alappuzha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,water sports beach walk sunset cruise,budget,students solo travelers,4.5,13374,budget,short_trip,india india india india water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise water sports beach walk sunset cruise alappuzha alappuzha alappuzha budget budget budget students solo travelers students solo travelers students solo travelers alappuzha beach alappuzha local market alappuzha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots alappuzha beach alappuzha local market alappuzha city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star budget budget short_trip short_trip train cab breakfast
