package_id,package_name,country,cities_covered,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,unnamed:_14,budget_category,duration_category,package_profile
FRA003,france romantic escape,france,paris nice,7,5star hotel,breakfast romantic dinner,domestic flight private transfers,eiffel tower champslyses promenade des anglais french riviera,sunset cruise wine tasting spa fine dining,honeymoon,couples,4.9,255000,,luxury,vacation,france france france france sunset cruise wine tasting spa fine dining sunset cruise wine tasting spa fine dining sunset cruise wine tasting spa fine dining sunset cruise wine tasting spa fine dining paris nice paris nice paris nice honeymoon honeymoon honeymoon couples couples couples eiffel tower champslyses promenade des anglais french riviera eiffel tower champslyses promenade des anglais french riviera 5star hotel 5star hotel luxury luxury vacation vacation domestic flight private transfers breakfast romantic dinner
FRA004,france adventure expedition,france,chamonix annecy,8,4star mountain lodge,breakfast,private transfers,mont blanc aiguille du midi lake annecy,hiking cable car ride paragliding mountain biking,adventure,adventure lovers,4.8,225000,,luxury,vacation,france france france france hiking cable car ride paragliding mountain biking hiking cable car ride paragliding mountain biking hiking cable car ride paragliding mountain biking hiking cable car ride paragliding mountain biking chamonix annecy chamonix annecy chamonix annecy adventure adventure adventure adventure lovers adventure lovers adventure lovers mont blanc aiguille du midi lake annecy mont blanc aiguille du midi lake annecy 4star mountain lodge 4star mountain lodge luxury luxury vacation vacation private transfers breakfast
FRA005,france luxury escape,france,paris nice monaco,10,5star luxury hotel,all meals,business class domestic flights private transfers,eiffel tower palace of versailles french riviera monte carlo,private yacht luxury shopping michelinstar dining spa,luxury,premium travelers,5.0,445000,,luxury,vacation,france france france france private yacht luxury shopping michelinstar dining spa private yacht luxury shopping michelinstar dining spa private yacht luxury shopping michelinstar dining spa private yacht luxury shopping michelinstar dining spa paris nice monaco paris nice monaco paris nice monaco luxury luxury luxury premium travelers premium travelers premium travelers eiffel tower palace of versailles french riviera monte carlo eiffel tower palace of versailles french riviera monte carlo 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flights private transfers all meals
FRA006,france cultural heritage tour,france,paris strasbourg,8,4star hotel,breakfast,highspeed train private coach,louvre museum palace of versailles strasbourg cathedral montmartre,heritage walks museum tours cultural shows,cultural,history enthusiasts,4.8,175000,,luxury,vacation,france france france france heritage walks museum tours cultural shows heritage walks museum tours cultural shows heritage walks museum tours cultural shows heritage walks museum tours cultural shows paris strasbourg paris strasbourg paris strasbourg cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts louvre museum palace of versailles strasbourg cathedral montmartre louvre museum palace of versailles strasbourg cathedral montmartre 4star hotel 4star hotel luxury luxury vacation vacation highspeed train private coach breakfast
FRA007,france nature explorer,france,provence loire valley,8,eco resort,breakfast dinner,private coach,lavender fields loire valley castles verdon gorge,nature walks cycling photography vineyard tours,nature wildlife,nature lovers,4.7,195000,,luxury,vacation,france france france france nature walks cycling photography vineyard tours nature walks cycling photography vineyard tours nature walks cycling photography vineyard tours nature walks cycling photography vineyard tours provence loire valley provence loire valley provence loire valley nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers lavender fields loire valley castles verdon gorge lavender fields loire valley castles verdon gorge eco resort eco resort luxury luxury vacation vacation private coach breakfast dinner
FRA008,ultimate france grand tour,france,paris lyon nice strasbourg provence,14,5star hotels,breakfast dinner,highspeed train domestic flights private transfers,eiffel tower louvre museum palace of versailles french riviera loire valley provence lavender fields,city tours wine tasting river cruise shopping cultural experiences,grand tour,all travelers,5.0,495000,,luxury,long_trip,france france france france city tours wine tasting river cruise shopping cultural experiences city tours wine tasting river cruise shopping cultural experiences city tours wine tasting river cruise shopping cultural experiences city tours wine tasting river cruise shopping cultural experiences paris lyon nice strasbourg provence paris lyon nice strasbourg provence paris lyon nice strasbourg provence grand tour grand tour grand tour all travelers all travelers all travelers eiffel tower louvre museum palace of versailles french riviera loire valley provence lavender fields eiffel tower louvre museum palace of versailles french riviera loire valley provence lavender fields 5star hotels 5star hotels luxury luxury long_trip long_trip highspeed train domestic flights private transfers breakfast dinner
GER001,germany budget explorer,germany,berlin munich,6,3star hotel,breakfast,airport transfers highspeed train,brandenburg gate berlin wall memorial marienplatz english garden,city tours museum visits shopping,budget,students solo travelers,4.5,115000,,luxury,short_trip,germany germany germany germany city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping berlin munich berlin munich berlin munich budget budget budget students solo travelers students solo travelers students solo travelers brandenburg gate berlin wall memorial marienplatz english garden brandenburg gate berlin wall memorial marienplatz english garden 3star hotel 3star hotel luxury luxury short_trip short_trip airport transfers highspeed train breakfast
GER002,germany family discovery,germany,munich stuttgart,7,4star hotel,breakfast dinner,private transfers,bmw museum mercedesbenz museum nymphenburg palace munich zoo,museum visits family sightseeing cultural experiences,family,families,4.8,175000,,luxury,vacation,germany germany germany germany museum visits family sightseeing cultural experiences museum visits family sightseeing cultural experiences museum visits family sightseeing cultural experiences museum visits family sightseeing cultural experiences munich stuttgart munich stuttgart munich stuttgart family family family families families families bmw museum mercedesbenz museum nymphenburg palace munich zoo bmw museum mercedesbenz museum nymphenburg palace munich zoo 4star hotel 4star hotel luxury luxury vacation vacation private transfers breakfast dinner
GER003,germany romantic escape,germany,munich fssen,7,5star hotel,breakfast romantic dinner,private transfers,neuschwanstein castle marienplatz alpsee lake,castle tour spa romantic dinner cruise scenic drives,honeymoon,couples,4.9,245000,,luxury,vacation,germany germany germany germany castle tour spa romantic dinner cruise scenic drives castle tour spa romantic dinner cruise scenic drives castle tour spa romantic dinner cruise scenic drives castle tour spa romantic dinner cruise scenic drives munich fssen munich fssen munich fssen honeymoon honeymoon honeymoon couples couples couples neuschwanstein castle marienplatz alpsee lake neuschwanstein castle marienplatz alpsee lake 5star hotel 5star hotel luxury luxury vacation vacation private transfers breakfast romantic dinner
GER004,germany adventure expedition,germany,garmischpartenkirchen black forest,8,mountain lodge,breakfast,private coach,zugspitze black forest triberg waterfalls,hiking cable car ride mountain biking ziplining,adventure,adventure lovers,4.8,210000,,luxury,vacation,germany germany germany germany hiking cable car ride mountain biking ziplining hiking cable car ride mountain biking ziplining hiking cable car ride mountain biking ziplining hiking cable car ride mountain biking ziplining garmischpartenkirchen black forest garmischpartenkirchen black forest garmischpartenkirchen black forest adventure adventure adventure adventure lovers adventure lovers adventure lovers zugspitze black forest triberg waterfalls zugspitze black forest triberg waterfalls mountain lodge mountain lodge luxury luxury vacation vacation private coach breakfast
GER005,germany luxury escape,germany,berlin munich heidelberg,10,5star luxury hotel,all meals,business class domestic flights private transfers,brandenburg gate heidelberg castle neuschwanstein castle,luxury shopping fine dining private city tours spa,luxury,premium travelers,5.0,395000,,luxury,vacation,germany germany germany germany luxury shopping fine dining private city tours spa luxury shopping fine dining private city tours spa luxury shopping fine dining private city tours spa luxury shopping fine dining private city tours spa berlin munich heidelberg berlin munich heidelberg berlin munich heidelberg luxury luxury luxury premium travelers premium travelers premium travelers brandenburg gate heidelberg castle neuschwanstein castle brandenburg gate heidelberg castle neuschwanstein castle 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flights private transfers all meals
GER006,germany cultural heritage tour,germany,berlin dresden leipzig,8,4star hotel,breakfast,highspeed train private coach,museum island zwinger palace frauenkirche leipzig old town,heritage walks museum tours classical music concert,cultural,history enthusiasts,4.8,165000,,luxury,vacation,germany germany germany germany heritage walks museum tours classical music concert heritage walks museum tours classical music concert heritage walks museum tours classical music concert heritage walks museum tours classical music concert berlin dresden leipzig berlin dresden leipzig berlin dresden leipzig cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts museum island zwinger palace frauenkirche leipzig old town museum island zwinger palace frauenkirche leipzig old town 4star hotel 4star hotel luxury luxury vacation vacation highspeed train private coach breakfast
GER007,germany nature explorer,germany,black forest berchtesgaden,8,eco resort,breakfast dinner,private transfers,black forest national park knigssee eagles nest,hiking boat ride wildlife watching nature photography,nature wildlife,nature lovers,4.7,185000,,luxury,vacation,germany germany germany germany hiking boat ride wildlife watching nature photography hiking boat ride wildlife watching nature photography hiking boat ride wildlife watching nature photography hiking boat ride wildlife watching nature photography black forest berchtesgaden black forest berchtesgaden black forest berchtesgaden nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers black forest national park knigssee eagles nest black forest national park knigssee eagles nest eco resort eco resort luxury luxury vacation vacation private transfers breakfast dinner
GER008,ultimate germany grand tour,germany,berlin hamburg munich heidelberg black forest,14,5star hotels,breakfast dinner,highspeed train domestic flights private transfers,brandenburg gate miniatur wunderland neuschwanstein castle heidelberg castle black forest,city tours river cruise cultural shows shopping nature excursions,grand tour,all travelers,5.0,475000,,luxury,long_trip,germany germany germany germany city tours river cruise cultural shows shopping nature excursions city tours river cruise cultural shows shopping nature excursions city tours river cruise cultural shows shopping nature excursions city tours river cruise cultural shows shopping nature excursions berlin hamburg munich heidelberg black forest berlin hamburg munich heidelberg black forest berlin hamburg munich heidelberg black forest grand tour grand tour grand tour all travelers all travelers all travelers brandenburg gate miniatur wunderland neuschwanstein castle heidelberg castle black forest brandenburg gate miniatur wunderland neuschwanstein castle heidelberg castle black forest 5star hotels 5star hotels luxury luxury long_trip long_trip highspeed train domestic flights private transfers breakfast dinner
GRE001,greece budget explorer,greece,athens thessaloniki,6,3star hotel,breakfast,airport transfers intercity bus,acropolis parthenon white tower aristotelous square,city tours museum visits local market shopping,budget,students solo travelers,4.5,85000,,premium,short_trip,greece greece greece greece city tours museum visits local market shopping city tours museum visits local market shopping city tours museum visits local market shopping city tours museum visits local market shopping athens thessaloniki athens thessaloniki athens thessaloniki budget budget budget students solo travelers students solo travelers students solo travelers acropolis parthenon white tower aristotelous square acropolis parthenon white tower aristotelous square 3star hotel 3star hotel premium premium short_trip short_trip airport transfers intercity bus breakfast
GRE002,greece family discovery,greece,athens crete,7,4star hotel,breakfast dinner,domestic flight private transfers,knossos palace acropolis museum elafonissi beach,beach activities historical tours family excursions,family,families,4.8,145000,,luxury,vacation,greece greece greece greece beach activities historical tours family excursions beach activities historical tours family excursions beach activities historical tours family excursions beach activities historical tours family excursions athens crete athens crete athens crete family family family families families families knossos palace acropolis museum elafonissi beach knossos palace acropolis museum elafonissi beach 4star hotel 4star hotel luxury luxury vacation vacation domestic flight private transfers breakfast dinner
GRE003,greece romantic escape,greece,santorini mykonos,7,5star cliffside resort,breakfast romantic dinner,highspeed ferry private transfers,oia village red beach little venice windmills,sunset cruise wine tasting couples spa fine dining,honeymoon,couples,4.9,225000,,luxury,vacation,greece greece greece greece sunset cruise wine tasting couples spa fine dining sunset cruise wine tasting couples spa fine dining sunset cruise wine tasting couples spa fine dining sunset cruise wine tasting couples spa fine dining santorini mykonos santorini mykonos santorini mykonos honeymoon honeymoon honeymoon couples couples couples oia village red beach little venice windmills oia village red beach little venice windmills 5star cliffside resort 5star cliffside resort luxury luxury vacation vacation highspeed ferry private transfers breakfast romantic dinner
GRE004,greece adventure expedition,greece,meteora crete,8,4star hotel,breakfast,rental car private transfers,meteora monasteries samaria gorge balos lagoon,hiking rock climbing gorge trekking kayaking,adventure,adventure lovers,4.8,175000,,luxury,vacation,greece greece greece greece hiking rock climbing gorge trekking kayaking hiking rock climbing gorge trekking kayaking hiking rock climbing gorge trekking kayaking hiking rock climbing gorge trekking kayaking meteora crete meteora crete meteora crete adventure adventure adventure adventure lovers adventure lovers adventure lovers meteora monasteries samaria gorge balos lagoon meteora monasteries samaria gorge balos lagoon 4star hotel 4star hotel luxury luxury vacation vacation rental car private transfers breakfast
GRE005,greece luxury escape,greece,athens santorini mykonos,10,5star luxury resort,all meals,domestic flights luxury yacht transfers,acropolis oia paradise beach delos island,private yacht cruise helicopter tour luxury shopping spa,luxury,premium travelers,5.0,365000,,luxury,vacation,greece greece greece greece private yacht cruise helicopter tour luxury shopping spa private yacht cruise helicopter tour luxury shopping spa private yacht cruise helicopter tour luxury shopping spa private yacht cruise helicopter tour luxury shopping spa athens santorini mykonos athens santorini mykonos athens santorini mykonos luxury luxury luxury premium travelers premium travelers premium travelers acropolis oia paradise beach delos island acropolis oia paradise beach delos island 5star luxury resort 5star luxury resort luxury luxury vacation vacation domestic flights luxury yacht transfers all meals
GRE006,greece cultural heritage tour,greece,athens delphi olympia,8,4star hotel,breakfast,private coach,acropolis delphi archaeological site ancient olympia temple of zeus,guided heritage tours museum visits cultural performances,cultural,history enthusiasts,4.8,155000,,luxury,vacation,greece greece greece greece guided heritage tours museum visits cultural performances guided heritage tours museum visits cultural performances guided heritage tours museum visits cultural performances guided heritage tours museum visits cultural performances athens delphi olympia athens delphi olympia athens delphi olympia cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts acropolis delphi archaeological site ancient olympia temple of zeus acropolis delphi archaeological site ancient olympia temple of zeus 4star hotel 4star hotel luxury luxury vacation vacation private coach breakfast
GRE007,greece nature explorer,greece,zakynthos corfu,8,eco resort,breakfast dinner,ferry private transfers,navagio beach blue caves corfu old town,snorkeling boat tours nature walks turtle watching,nature wildlife,nature lovers,4.8,165000,,luxury,vacation,greece greece greece greece snorkeling boat tours nature walks turtle watching snorkeling boat tours nature walks turtle watching snorkeling boat tours nature walks turtle watching snorkeling boat tours nature walks turtle watching zakynthos corfu zakynthos corfu zakynthos corfu nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers navagio beach blue caves corfu old town navagio beach blue caves corfu old town eco resort eco resort luxury luxury vacation vacation ferry private transfers breakfast dinner
GRE008,ultimate greece grand tour,greece,athens santorini mykonos crete delphi,14,5star hotels,breakfast dinner,domestic flights ferries private transfers,acropolis oia village knossos palace navagio beach delphi,island hopping sunset cruises historical tours beach activities shopping,grand tour,all travelers,5.0,425000,,luxury,long_trip,greece greece greece greece island hopping sunset cruises historical tours beach activities shopping island hopping sunset cruises historical tours beach activities shopping island hopping sunset cruises historical tours beach activities shopping island hopping sunset cruises historical tours beach activities shopping athens santorini mykonos crete delphi athens santorini mykonos crete delphi athens santorini mykonos crete delphi grand tour grand tour grand tour all travelers all travelers all travelers acropolis oia village knossos palace navagio beach delphi acropolis oia village knossos palace navagio beach delphi 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights ferries private transfers breakfast dinner
IDN001,indonesia budget explorer,indonesia,bali ubud,7,3star hotel,breakfast,airport transfers shared coach,tanah lot temple ubud monkey forest tegallalang rice terraces kuta beach,temple visits beach walks shopping,budget,students solo travelers,4.5,75000,,premium,vacation,indonesia indonesia indonesia indonesia temple visits beach walks shopping temple visits beach walks shopping temple visits beach walks shopping temple visits beach walks shopping bali ubud bali ubud bali ubud budget budget budget students solo travelers students solo travelers students solo travelers tanah lot temple ubud monkey forest tegallalang rice terraces kuta beach tanah lot temple ubud monkey forest tegallalang rice terraces kuta beach 3star hotel 3star hotel premium premium vacation vacation airport transfers shared coach breakfast
IDN002,indonesia family discovery,indonesia,bali nusa dua,8,4star resort,breakfast dinner,private transfers,garuda wisnu kencana bali safari marine park nusa dua beach uluwatu temple,cultural shows beach activities family excursions,family,families,4.8,125000,,luxury,vacation,indonesia indonesia indonesia indonesia cultural shows beach activities family excursions cultural shows beach activities family excursions cultural shows beach activities family excursions cultural shows beach activities family excursions bali nusa dua bali nusa dua bali nusa dua family family family families families families garuda wisnu kencana bali safari marine park nusa dua beach uluwatu temple garuda wisnu kencana bali safari marine park nusa dua beach uluwatu temple 4star resort 4star resort luxury luxury vacation vacation private transfers breakfast dinner
IDN003,indonesia romantic escape,indonesia,bali gili islands,7,5star beach resort,breakfast romantic dinner,speedboat private transfers,uluwatu temple gili trawangan seminyak beach ubud,sunset cruise couples spa candlelight dinner beach relaxation,honeymoon,couples,4.9,185000,,luxury,vacation,indonesia indonesia indonesia indonesia sunset cruise couples spa candlelight dinner beach relaxation sunset cruise couples spa candlelight dinner beach relaxation sunset cruise couples spa candlelight dinner beach relaxation sunset cruise couples spa candlelight dinner beach relaxation bali gili islands bali gili islands bali gili islands honeymoon honeymoon honeymoon couples couples couples uluwatu temple gili trawangan seminyak beach ubud uluwatu temple gili trawangan seminyak beach ubud 5star beach resort 5star beach resort luxury luxury vacation vacation speedboat private transfers breakfast romantic dinner
IDN004,indonesia adventure expedition,indonesia,lombok komodo island,9,4star hotel,breakfast,domestic flight boat transfers,mount rinjani komodo national park pink beach,trekking scuba diving snorkeling island hopping,adventure,adventure lovers,4.8,175000,,luxury,vacation,indonesia indonesia indonesia indonesia trekking scuba diving snorkeling island hopping trekking scuba diving snorkeling island hopping trekking scuba diving snorkeling island hopping trekking scuba diving snorkeling island hopping lombok komodo island lombok komodo island lombok komodo island adventure adventure adventure adventure lovers adventure lovers adventure lovers mount rinjani komodo national park pink beach mount rinjani komodo national park pink beach 4star hotel 4star hotel luxury luxury vacation vacation domestic flight boat transfers breakfast
IDN005,indonesia luxury escape,indonesia,bali ubud nusa penida,10,5star luxury resort,all meals,private luxury transfers speedboat,nusa penida ubud palace tanah lot seminyak,private villa stay yacht cruise spa fine dining,luxury,premium travelers,5.0,325000,,luxury,vacation,indonesia indonesia indonesia indonesia private villa stay yacht cruise spa fine dining private villa stay yacht cruise spa fine dining private villa stay yacht cruise spa fine dining private villa stay yacht cruise spa fine dining bali ubud nusa penida bali ubud nusa penida bali ubud nusa penida luxury luxury luxury premium travelers premium travelers premium travelers nusa penida ubud palace tanah lot seminyak nusa penida ubud palace tanah lot seminyak 5star luxury resort 5star luxury resort luxury luxury vacation vacation private luxury transfers speedboat all meals
IDN006,indonesia cultural heritage tour,indonesia,yogyakarta bali,8,4star hotel,breakfast,domestic flight private coach,borobudur temple prambanan temple ubud palace tirta empul temple,heritage walks traditional dance show batik workshop,cultural,history enthusiasts,4.8,145000,,luxury,vacation,indonesia indonesia indonesia indonesia heritage walks traditional dance show batik workshop heritage walks traditional dance show batik workshop heritage walks traditional dance show batik workshop heritage walks traditional dance show batik workshop yogyakarta bali yogyakarta bali yogyakarta bali cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts borobudur temple prambanan temple ubud palace tirta empul temple borobudur temple prambanan temple ubud palace tirta empul temple 4star hotel 4star hotel luxury luxury vacation vacation domestic flight private coach breakfast
IDN007,indonesia nature explorer,indonesia,raja ampat bali,9,eco resort,breakfast dinner,domestic flights boat transfers,raja ampat islands west papua marine park tegenungan waterfall,snorkeling wildlife watching kayaking nature photography,nature wildlife,nature lovers,4.9,225000,,luxury,vacation,indonesia indonesia indonesia indonesia snorkeling wildlife watching kayaking nature photography snorkeling wildlife watching kayaking nature photography snorkeling wildlife watching kayaking nature photography snorkeling wildlife watching kayaking nature photography raja ampat bali raja ampat bali raja ampat bali nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers raja ampat islands west papua marine park tegenungan waterfall raja ampat islands west papua marine park tegenungan waterfall eco resort eco resort luxury luxury vacation vacation domestic flights boat transfers breakfast dinner
IDN008,ultimate indonesia grand tour,indonesia,bali ubud lombok komodo island yogyakarta,14,5star hotels,breakfast dinner,domestic flights ferries private transfers,tanah lot temple borobudur komodo national park mount batur nusa penida,island hopping cultural tours beach activities trekking shopping,grand tour,all travelers,5.0,395000,,luxury,long_trip,indonesia indonesia indonesia indonesia island hopping cultural tours beach activities trekking shopping island hopping cultural tours beach activities trekking shopping island hopping cultural tours beach activities trekking shopping island hopping cultural tours beach activities trekking shopping bali ubud lombok komodo island yogyakarta bali ubud lombok komodo island yogyakarta bali ubud lombok komodo island yogyakarta grand tour grand tour grand tour all travelers all travelers all travelers tanah lot temple borobudur komodo national park mount batur nusa penida tanah lot temple borobudur komodo national park mount batur nusa penida 5star hotels 5star hotels luxury luxury long_trip long_trip domestic flights ferries private transfers breakfast dinner
ITA001,italy budget explorer,italy,rome florence,6,3star hotel,breakfast,airport transfers highspeed train,colosseum roman forum florence cathedral ponte vecchio,city tours museum visits shopping,budget,students solo travelers,4.5,110000,,luxury,short_trip,italy italy italy italy city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping city tours museum visits shopping rome florence rome florence rome florence budget budget budget students solo travelers students solo travelers students solo travelers colosseum roman forum florence cathedral ponte vecchio colosseum roman forum florence cathedral ponte vecchio 3star hotel 3star hotel luxury luxury short_trip short_trip airport transfers highspeed train breakfast
ITA002,italy family discovery,italy,rome venice,7,4star hotel,breakfast dinner,private transfers highspeed train,colosseum vatican museums st marks basilica grand canal,gondola ride family sightseeing cultural tours,family,families,4.8,170000,,luxury,vacation,italy italy italy italy gondola ride family sightseeing cultural tours gondola ride family sightseeing cultural tours gondola ride family sightseeing cultural tours gondola ride family sightseeing cultural tours rome venice rome venice rome venice family family family families families families colosseum vatican museums st marks basilica grand canal colosseum vatican museums st marks basilica grand canal 4star hotel 4star hotel luxury luxury vacation vacation private transfers highspeed train breakfast dinner
ITA003,italy romantic escape,italy,venice amalfi coast,7,5star luxury hotel,breakfast romantic dinner,private transfers domestic flight,grand canal rialto bridge positano amalfi coast,gondola ride sunset cruise couples spa fine dining,honeymoon,couples,4.9,245000,,luxury,vacation,italy italy italy italy gondola ride sunset cruise couples spa fine dining gondola ride sunset cruise couples spa fine dining gondola ride sunset cruise couples spa fine dining gondola ride sunset cruise couples spa fine dining venice amalfi coast venice amalfi coast venice amalfi coast honeymoon honeymoon honeymoon couples couples couples grand canal rialto bridge positano amalfi coast grand canal rialto bridge positano amalfi coast 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation private transfers domestic flight breakfast romantic dinner
ITA004,italy adventure expedition,italy,dolomites lake garda,8,mountain lodge,breakfast,rental car private transfers,tre cime di lavaredo lake garda seceda ridge,hiking rock climbing cycling cable car ride,adventure,adventure lovers,4.8,195000,,luxury,vacation,italy italy italy italy hiking rock climbing cycling cable car ride hiking rock climbing cycling cable car ride hiking rock climbing cycling cable car ride hiking rock climbing cycling cable car ride dolomites lake garda dolomites lake garda dolomites lake garda adventure adventure adventure adventure lovers adventure lovers adventure lovers tre cime di lavaredo lake garda seceda ridge tre cime di lavaredo lake garda seceda ridge mountain lodge mountain lodge luxury luxury vacation vacation rental car private transfers breakfast
ITA005,italy luxury escape,italy,rome florence venice milan,10,5star luxury hotel,all meals,business class domestic flights private transfers,colosseum vatican city duomo di milano grand canal,private city tours luxury shopping michelinstar dining wine tasting,luxury,premium travelers,5.0,415000,,luxury,vacation,italy italy italy italy private city tours luxury shopping michelinstar dining wine tasting private city tours luxury shopping michelinstar dining wine tasting private city tours luxury shopping michelinstar dining wine tasting private city tours luxury shopping michelinstar dining wine tasting rome florence venice milan rome florence venice milan rome florence venice milan luxury luxury luxury premium travelers premium travelers premium travelers colosseum vatican city duomo di milano grand canal colosseum vatican city duomo di milano grand canal 5star luxury hotel 5star luxury hotel luxury luxury vacation vacation business class domestic flights private transfers all meals
ITA006,italy cultural heritage tour,italy,rome florence pisa,8,4star hotel,breakfast,highspeed train private coach,colosseum vatican museums leaning tower of pisa uffizi gallery,heritage walks museum tours renaissance art experience,cultural,history enthusiasts,4.8,165000,,luxury,vacation,italy italy italy italy heritage walks museum tours renaissance art experience heritage walks museum tours renaissance art experience heritage walks museum tours renaissance art experience heritage walks museum tours renaissance art experience rome florence pisa rome florence pisa rome florence pisa cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts colosseum vatican museums leaning tower of pisa uffizi gallery colosseum vatican museums leaning tower of pisa uffizi gallery 4star hotel 4star hotel luxury luxury vacation vacation highspeed train private coach breakfast
ITA007,italy nature explorer,italy,cinque terre lake como,8,eco resort,breakfast dinner,train private transfers,cinque terre national park lake como bellagio,coastal hiking boat cruise nature photography,nature wildlife,nature lovers,4.8,185000,,luxury,vacation,italy italy italy italy coastal hiking boat cruise nature photography coastal hiking boat cruise nature photography coastal hiking boat cruise nature photography coastal hiking boat cruise nature photography cinque terre lake como cinque terre lake como cinque terre lake como nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers cinque terre national park lake como bellagio cinque terre national park lake como bellagio eco resort eco resort luxury luxury vacation vacation train private transfers breakfast dinner
ITA008,ultimate italy grand tour,italy,rome florence venice milan naples amalfi coast,14,5star hotels,breakfast dinner,highspeed trains domestic flight private transfers,colosseum vatican city leaning tower of pisa grand canal duomo di milano pompeii amalfi coast,city tours gondola ride wine tasting shopping coastal excursions,grand tour,all travelers,5.0,465000,,luxury,long_trip,italy italy italy italy city tours gondola ride wine tasting shopping coastal excursions city tours gondola ride wine tasting shopping coastal excursions city tours gondola ride wine tasting shopping coastal excursions city tours gondola ride wine tasting shopping coastal excursions rome florence venice milan naples amalfi coast rome florence venice milan naples amalfi coast rome florence venice milan naples amalfi coast grand tour grand tour grand tour all travelers all travelers all travelers colosseum vatican city leaning tower of pisa grand canal duomo di milano pompeii amalfi coast colosseum vatican city leaning tower of pisa grand canal duomo di milano pompeii amalfi coast 5star hotels 5star hotels luxury luxury long_trip long_trip highspeed trains domestic flight private transfers breakfast dinner
JAP001,japan budget explorer,japan,tokyo osaka,7,3star hotel,breakfast,airport transfers shinkansen bullet train,tokyo tower shibuya crossing osaka castle dotonbori,city tours shopping street food experience,budget,students solo travelers,4.6,135000,,luxury,vacation,japan japan japan japan city tours shopping street food experience city tours shopping street food experience city tours shopping street food experience city tours shopping street food experience tokyo osaka tokyo osaka tokyo osaka budget budget budget students solo travelers students solo travelers students solo travelers tokyo tower shibuya crossing osaka castle dotonbori tokyo tower shibuya crossing osaka castle dotonbori 3star hotel 3star hotel luxury luxury vacation vacation airport transfers shinkansen bullet train breakfast
JAP002,japan family discovery,japan,tokyo kyoto,8,4star hotel,breakfast dinner,private transfers shinkansen,tokyo disneyland fushimi inari shrine arashiyama bamboo forest asakusa temple,theme parks cultural experiences family sightseeing,family,families,4.8,185000,,luxury,vacation,japan japan japan japan theme parks cultural experiences family sightseeing theme parks cultural experiences family sightseeing theme parks cultural experiences family sightseeing theme parks cultural experiences family sightseeing tokyo kyoto tokyo kyoto tokyo kyoto family family family families families families tokyo disneyland fushimi inari shrine arashiyama bamboo forest asakusa temple tokyo disneyland fushimi inari shrine arashiyama bamboo forest asakusa temple 4star hotel 4star hotel luxury luxury vacation vacation private transfers shinkansen breakfast dinner
JAP003,japan romantic escape,japan,kyoto hakone,7,5star ryokan resort,breakfast romantic dinner,private transfers bullet train,mount fuji lake ashi kiyomizudera temple gion district,onsen experience lake cruise tea ceremony couples spa,honeymoon,couples,4.9,255000,,luxury,vacation,japan japan japan japan onsen experience lake cruise tea ceremony couples spa onsen experience lake cruise tea ceremony couples spa onsen experience lake cruise tea ceremony couples spa onsen experience lake cruise tea ceremony couples spa kyoto hakone kyoto hakone kyoto hakone honeymoon honeymoon honeymoon couples couples couples mount fuji lake ashi kiyomizudera temple gion district mount fuji lake ashi kiyomizudera temple gion district 5star ryokan resort 5star ryokan resort luxury luxury vacation vacation private transfers bullet train breakfast romantic dinner
JAP004,japan adventure expedition,japan,hokkaido nagano,9,mountain lodge,breakfast,domestic flight private transfers,niseko ski resort jigokudani snow monkey park shiretoko national park,skiing snowboarding hiking wildlife viewing,adventure,adventure lovers,4.9,245000,,luxury,vacation,japan japan japan japan skiing snowboarding hiking wildlife viewing skiing snowboarding hiking wildlife viewing skiing snowboarding hiking wildlife viewing skiing snowboarding hiking wildlife viewing hokkaido nagano hokkaido nagano hokkaido nagano adventure adventure adventure adventure lovers adventure lovers adventure lovers niseko ski resort jigokudani snow monkey park shiretoko national park niseko ski resort jigokudani snow monkey park shiretoko national park mountain lodge mountain lodge luxury luxury vacation vacation domestic flight private transfers breakfast
